subject,theme,level,question,choice_a,choice_b,choice_c,choice_d,correct,explanation,hint
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Quel aspect de la civilisation islamique médiévale impressionne le plus les voyageurs européens du Moyen Âge ?,Ses cathédrales,Sa richesse ses villes développées ses savoirs et son art raffiné,Sa pauvreté,Sa religion uniquement,1,Les voyageurs européens qui visitent les villes islamiques (Bagdad Cordoue Tolède) sont frappés par leur taille leur propreté leurs marchés animés leurs bibliothèques et la sophistication de leur culture. Le monde islamique est alors plus avancé sur le plan urbain et culturel que l'Occident chrétien.,Cette admiration est visible dans les textes médiévaux de voyageurs.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Comment la menace mongole au XIIIe siècle affecte-t-elle à la fois le monde islamique et les États latins d'Orient ?,Les Mongols aident les croisés à reprendre Jérusalem,Les Mongols détruisent le califat de Bagdad (1258) et menacent les États latins mais sont stoppés par les Mamelouks à Aïn Jalout (1260),Les Mongols se convertissent à l'islam puis attaquent les croisés,Les Mongols sont chrétiens et alliés naturels des croisés,1,Les Mongols dévastent le monde islamique (sac de Bagdad 1258). Certains croisés espèrent en faire des alliés contre l'islam. Mais les Mamelouks égyptiens battent les Mongols à Aïn Jalout (1260) et poursuivent ensuite l'élimination des États croisés.,La menace mongole complique les jeux d'alliance entre chrétiens et musulmans.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Quelle différence fondamentale sépare le sunnisme du chiisme ?,La langue de prière,La question de la succession du prophète et la légitimité du califat,Le nombre de piliers de l'islam,La direction de la prière,1,Les sunnites acceptent la succession des califes élus (Abou Bakr Omar Othman Ali). Les chiites pensent que seul Ali et ses descendants (imams) sont les successeurs légitimes de Muhammad. Cette division politique et religieuse naît en 661-680.,Le chiisme est majoritaire en Iran et en Irak. Le sunnisme est majoritaire dans le reste du monde musulman.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Pourquoi les villes de Tolède et Séville en Al-Andalus sont-elles des lieux d'échanges intellectuels au XIIe siècle ?,Car ce sont des villes chrétiennes isolées,Car des traducteurs y traduisent des œuvres arabes en latin permettant à l'Europe de découvrir Aristote et la médecine arabe,Car les musulmans y construisent leurs plus belles mosquées,Car les croisés y sont basés,1,L'École de traducteurs de Tolède réunit au XIIe siècle des savants qui traduisent de l'arabe en latin des œuvres de philosophie médecine astronomie et mathématiques. Ces traductions révolutionnent la pensée européenne et contribuent à la naissance des universités.,Tolède est la capitale de la transmission des savoirs entre islam et chrétienté.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,En quoi la conception du temps des musulmans diffère-t-elle de celle des chrétiens ?,Ils utilisent le même calendrier,Les musulmans utilisent un calendrier lunaire (hégire) qui commence en 622 les chrétiens un calendrier solaire (grégorien) commençant à la naissance de Jésus,Les musulmans n'ont pas de calendrier fixe,Le calendrier islamique commence à la mort de Muhammad,1,Les calendriers reflètent les événements fondateurs de chaque religion. Le calendrier islamique (hégire) commence en 622 (la hijra) et est lunaire. Le calendrier chrétien commence à la naissance de Jésus et est solaire. An 1430 de l'hégire correspond environ à 2009.,Ces deux systèmes coexistent toujours en 2024.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Comment les croisades modifient-elles la perception qu'ont les Européens de l'islam ?,Ils découvrent une civilisation inférieure uniquement,La confrontation directe leur révèle une civilisation développée et ils ramènent des connaissances produits et influences culturelles,Les croisades n'ont aucun impact culturel en Europe,Les croisades entraînent la conversion de l'Europe à l'islam,1,Les croisés découvrent en Orient des villes plus développées que les leurs une médecine plus avancée et une civilisation raffinée. Ils ramènent épices soieries fruits (abricots oranges sucre) et savoirs techniques. Cela transforme le mode de vie européen.,La cuisine le jardinage et la médecine européens sont enrichis par ces contacts.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Quel est le problème de la représentation des croisades uniquement comme un choc de civilisations ?,C'est une représentation exacte,Elle simplifie une réalité plus complexe où coexistent conflits alliances commerciales et échanges culturels,Elle est trop favorable aux musulmans,Elle ignore l'aspect religieux,1,Réduire les croisades à un choc de civilisations masque la réalité : des alliances entre croisés et princes musulmans ont existé les échanges commerciaux n'ont pas cessé et certains croisés admiraient la civilisation islamique. Les conflits étaient aussi politiques.,Une analyse historique nuancée montre que les relations islamo-chrétiennes sont bien plus complexes qu'une opposition binaire.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Pourquoi Bagdad du IXe siècle est-elle considérée comme la ville la plus avancée du monde médiéval ?,Car c'est la plus grande ville du monde uniquement par sa taille,Car elle combine taille démographique centre commercial pouvoir politique et rayonnement culturel scientifique avec ses bibliothèques et savants,Car elle est la capitale religieuse de l'islam uniquement,Car les Mongols n'y ont jamais pénétré,1,Au IXe siècle Bagdad est probablement la plus grande ville du monde avec 1 million d'habitants. Elle est le centre du califat abbasside le carrefour des routes commerciales et un pôle intellectuel avec la Maison de la Sagesse et ses nombreuses bibliothèques.,Sa destruction par les Mongols en 1258 est une catastrophe culturelle majeure pour le monde islamique.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Quel rôle la méditerranée joue-t-elle dans les relations entre chrétienté et islam entre le VIIe et le XIIIe siècle ?,Elle sépare totalement les deux civilisations,Elle est à la fois un espace de conflits (raids piraterie croisades) et un espace d'échanges (commerce culture savoirs),Elle est totalement contrôlée par l'islam,Elle est dominée par les chrétiens uniquement,1,La Méditerranée est une frontière poreuse. Elle voit des affrontements militaires (croisades raids) mais aussi un commerce intense. Les marchands vénitiens génois et arabes y coexistent et échangent. Les savoirs et les produits circulent malgré les guerres.,La Méditerranée médiévale illustre la complexité des relations entre civilisations.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,En quoi la géographie de la péninsule Arabique a-t-elle favorisé l'émergence et l'expansion rapide de l'islam ?,La péninsule Arabique est fertile et peuplée ce qui donne une base de population,Les Arabes nomades ont une tradition guerrière et commerciale sur des longues distances ce qui facilite l'expansion rapide,La péninsule est entourée de mers facilitant les conquêtes navales,La péninsule est proche de l'Europe,1,Les tribus arabes de la péninsule sont des guerriers et des commerçants habitués aux longs déplacements dans le désert. L'islam unifie ces tribus divisées en une force cohérente. Leur mobilité et leur expérience des longues routes expliquent la rapidité de l'expansion.,L'islam agit comme un fédérateur politique et religieux de tribus auparavant divisées.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Pourquoi les historiens parlent-ils d'un âge d'or de la civilisation islamique aux IXe-XIe siècles ?,Car c'est une période de guerres permanentes,Car c'est une période de prospérité économique de brillants développements intellectuels et culturels et d'expansion politique,Car l'islam domine militairement toute l'Europe,Car c'est la période où Muhammad vivait,1,Entre le IXe et le XIe siècle les États islamiques connaissent une prospérité économique remarquable. Les sciences la philosophie la médecine les mathématiques et les arts atteignent des sommets qui dépassent alors le niveau européen. Bagdad et Cordoue sont des centres brillants.,Cet âge d'or prend fin avec les invasions mongoles et les croisades au XIIe-XIIIe siècle.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Comment les chevaliers croisés se distinguent-ils des autres combattants médiévaux ?,Par leur équipement seul,Par leur statut socioreligieux : ce sont des guerriers qui ont pris la croix et reçu des indulgences plénières promettant le paradis s'ils meurent au combat,Par leur origine géographique uniquement,Par le fait qu'ils combattent à pied,1,Le croisé est un combattant chrétien qui a fait vœu de partir en croisade et porte une croix sur son vêtement. En échange le pape lui promet la rémission de ses péchés (indulgence plénière). Cette dimension religieuse distingue la croisade d'une simple guerre,La mort au combat lors d'une croisade est assimilée au martyre.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Comment peut-on interpréter le fait que Jérusalem soit sainte pour les trois religions monothéistes ?,Comme une coïncidence géographique sans importance,Comme une source de tensions mais aussi d'un dialogue possible car les trois religions partagent des origines et des lieux communs,Comme une preuve que les trois religions sont identiques,Comme uniquement une source de conflits sans aucun dialogue possible,1,Le fait que Jérusalem soit sainte pour juifs chrétiens et musulmans révèle des origines communes (Abraham) et des références partagées. Cela crée des tensions pour la possession du lieu mais aussi un terrain de dialogue inter-religieux possible.,Jérusalem illustre à la fois la compétition et le dialogue entre monothéismes.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Quelle conclusion peut-on tirer de l'influence des savants arabes sur la philosophie européenne médiévale ?,Les savants arabes ont eu une influence négligeable sur l'Europe,La civilisation islamique a joué un rôle de passeur en préservant et enrichissant le savoir grec avant de le transmettre à l'Europe,L'Europe a reçu directement les savoirs grecs sans intermédiaire,Les savants arabes et européens ont collaboré en personne uniquement,1,Les savants islamiques (Avicenne Averroès Al-Khwarizmi) ont préservé enrichi et transmis le savoir grec à l'Europe via des traductions. Sans cet intermédiaire islamique une grande partie de la philosophie grecque (Aristote) aurait pu être perdue en Occident.,L'Europe médiévale est intellectuellement redevable à la civilisation islamique.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,En quoi les cinq piliers de l'islam sont-ils à la fois individuels et collectifs ?,Ils ne sont que collectifs sans dimension individuelle,Chaque pilier est une obligation personnelle mais il s'exerce souvent collectivement (prière du vendredi hajj ramadan) créant une dynamique communautaire,Ils sont uniquement individuels sans aucune dimension sociale,Ils sont optionnels selon la situation de chaque croyant,1,La shahada est une déclaration personnelle de foi. La prière se fait aussi en groupe le vendredi. La zakat est une redistribution sociale. Le ramadan est vécu collectivement. Le hajj est un pèlerinage de masse. Chaque pilier combine dimension personnelle et communautaire.,C'est cette double dimension qui fait la force des piliers comme ciment de l'umma.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Pourquoi la prise de Jérusalem par les croisés en 1099 est-elle perçue différemment selon les sources chrétiennes et musulmanes ?,Il n'y a pas de différence les deux camps voient l'événement de la même façon,Les sources chrétiennes la célèbrent comme une victoire divine les sources musulmanes la décrivent comme un massacre traumatique et une humiliation,Les sources musulmanes sont favorables aux croisés,Les sources chrétiennes condamnent le comportement des croisés,1,Les chroniques chrétiennes de 1099 célèbrent la prise de Jérusalem comme un miracle. Les sources arabes décrivent un massacre de la population civile musulmane et juive comme un traumatisme profond. Cette même bataille est donc un triomphe ou un crime selon le point de vue.,L'histoire des croisades illustre l'importance du point de vue dans l'écriture de l'histoire.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Quel rôle la calligraphie joue-t-elle dans la civilisation islamique ?,Un rôle purement décoratif sans signification religieuse,Un rôle central car écrire les mots d'Allah est un acte sacré et les artistes islamiques développent une calligraphie exceptionnelle,Un rôle marginal car les images sont plus importantes,Un rôle uniquement commercial,1,Dans l'art islamique la calligraphie (belle écriture) est élevée au rang d'art sacré. Puisque les images humaines sont déconseillées l'écriture des paroles coraniques devient le principal moyen d'orner les mosquées les objets et les manuscrits.,Les calligraphes islamiques sont des artistes autant que des savants religieux.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Comment les Arabes parviennent-ils à conquérir l'Égypte en 641 alors que c'était une province byzantine bien défendue ?,Par une guerre de 50 ans,En profitant du mécontentement de la population copte envers Constantinople et de l'épuisement byzantin,Par une alliance avec les Perses,Par une trahison intérieure byzantine,1,L'Égypte chrétienne (copte) est mal vue de Constantinople pour des raisons théologiques. La population locale ne résiste pas massivement aux Arabes qui offrent plus de tolérance. L'Empire byzantin est épuisé par ses guerres contre la Perse.,La rapidité des conquêtes arabes s'explique souvent par l'accueil relatif des populations locales.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Quel est le paradoxe de la position géographique de Constantinople dans les relations islamo-chrétiennes ?,Constantinople est loin de toute route commerciale,Sa position sur le Bosphore en fait à la fois un verrou stratégique que les Arabes ne peuvent franchir et un carrefour commercial entre les deux civilisations,Constantinople est au cœur du territoire islamique,Constantinople n'a aucune importance commerciale,1,Constantinople contrôle le passage entre Méditerranée et mer Noire entre Europe et Asie. Les Arabes tentent de la prendre (673-678 et 717-718) mais échouent. Elle reste la capitale byzantine pendant 800 ans tout en étant un carrefour d'échanges entre Orient et Occident.,Sa position explique à la fois sa résistance et son importance commerciale.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,En quoi la zakat illustre-t-elle une vision sociale propre à l'islam ?,Elle montre que l'islam est contre la richesse,Elle traduit une conception de la richesse comme une responsabilité : les riches ont le devoir de partager une part de leurs biens avec les pauvres,Elle est uniquement un impôt d'État,Elle ne concerne que les marchands,1,La zakat (aumône obligatoire troisième pilier) impose aux musulmans aisés de donner 2.5% de leur fortune aux plus démunis. Cette redistribution obligatoire exprime une vision islamique où la richesse est un bien confié par Allah dont une part revient à la communauté.,Elle différencie l'islam d'un système purement libéral où la charité serait optionnelle.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Pourquoi l'Église catholique médiévale contrôle-t-elle l'accès à l'enseignement et à l'écriture ?,Pour des raisons économiques,Car les livres (manuscrits) sont produits dans les monastères et l'Église est la principale institution lettrée permettant de former des clercs,Pour empêcher les musulmans d'espionner,Pour interdire la lecture aux femmes,1,Au Moyen Âge les monastères sont les principaux centres de production et conservation des manuscrits. Les clercs (membres du clergé) sont souvent les seuls à savoir lire et écrire. L'Église contrôle ainsi l'accès au savoir ce qui renforce son influence.,L'université comme institution civile apparaît au XIIe-XIIIe siècle.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Quelle est la signification religieuse du voyage nocturne de Muhammad (l'Isra et le Miraj) pour l'islam ?,C'est une simple légende sans importance religieuse,Muhammad monte jusqu'à Dieu depuis Jérusalem ce qui explique la sainteté de cette ville pour l'islam,Muhammad quitte La Mecque pour Médine lors de ce voyage,Muhammad reçoit le Coran lors de ce voyage,1,Selon l'islam pendant l'Isra wa Miraj Muhammad voyage de nuit de La Mecque à Jérusalem puis monte jusqu'au septième ciel où il rencontre Dieu. Ce voyage nocturne ancre Jérusalem dans la géographie sacrée de l'islam et explique pourquoi la ville est la troisième plus sainte.,Le Dôme du Rocher est construit sur le rocher d'où Muhammad serait monté vers les cieux.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Comment peut-on expliquer que les rois croisés de Jérusalem aient parfois négocié avec des princes musulmans ?,Car les croisés étaient trop faibles pour combattre,Car les intérêts politiques pouvaient primer sur les considérations religieuses et certains princes musulmans étaient rivaux entre eux,Car les croisés se convertissaient à l'islam,Car le pape autorisait ces alliances,1,Les États latins d'Orient n'étaient pas uniquement en guerre contre tous les musulmans. Ils négociaient des trêves des alliances avec des princes musulmans rivaux entre eux. L'Empereur Frédéric II récupère ainsi Jérusalem par diplomatie en 1229.,La géopolitique médiévale dépasse la simple opposition religieuse.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Quel rôle l'astronomie islamique joue-t-elle dans la navigation médiévale ?,Aucun rôle : la navigation est empirique,Les astronomes arabes perfectionnent l'astrolabe et cartographient les étoiles permettant une navigation améliorée sur les longues distances,L'astronomie islamique est uniquement religieuse,Les Arabes n'utilisent pas l'astronomie pour la navigation,1,Les astronomes islamiques (notamment Al-Battani) perfectionnent les instruments de navigation comme l'astrolabe et dressent des catalogues d'étoiles précis. Ces savoirs transmis à l'Europe permettront les grandes navigations du XVe siècle.,Le mot almanach vient de l'arabe al-manakh (calendrier astronomique).
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,En quoi la position de l'Espagne est-elle un cas unique dans les relations islamo-chrétiennes médiévales ?,Elle est totalement isolée du reste de l'Europe,Elle vit pendant 700 ans une situation de coexistence et de conflit permanents entre trois communautés (chrétiens musulmans juifs) sur le même territoire,Elle est exclusivement chrétienne pendant tout le Moyen Âge,Elle n'a aucun contact avec l'islam,1,L'Espagne (Al-Andalus) est unique : pendant 700 ans chrétiens musulmans et juifs y vivent sur le même territoire tantôt en guerre tantôt en paix. Cette convivencia produit une culture hybride brillante à Cordoue et Tolède avant d'être détruite par la Reconquista.,L'Espagne médiévale est le laboratoire le plus riche des relations islamo-chrétiennes.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Comment le hadith complète-t-il le Coran pour guider les musulmans dans leur vie quotidienne ?,Il ne le complète pas il le remplace,Le Coran donne les principes généraux les hadiths donnent des exemples concrets de comportements inspirés de Muhammad,Les hadiths sont antérieurs au Coran,Les hadiths sont écrits par les califes et non par Muhammad,1,Le Coran contient les révélations divines mais ne couvre pas tous les détails de la vie quotidienne. Les hadiths (paroles et actes de Muhammad) servent de guide pratique : comment prier manger commercer traiter ses proches. Ensemble Coran et hadiths forment la Sunna (voie du prophète).,La Sunna est la base du droit islamique (charia).
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Pourquoi les monastères bénédictins sont-ils des acteurs économiques importants au Moyen Âge en plus d'être des lieux religieux ?,Car ils battent monnaie,Car ils défrichent des terres cultivent produisent de l'artisanat accueillent voyageurs et controlent des routes commerciales,Car ils sont uniquement des lieux de prière,Car ils fournissent des soldats aux croisades,1,Les monastères bénédictins suivent la règle Ora et Labora (prie et travaille). Ils défrichent des forêts cultivent des terres produisent du vin de la bière des manuscrits accueillent des pèlerins. Ils sont des centres économiques autant que religieux dans l'Occident médiéval.,Leur richesse foncière finira par attirer les critiques des réformateurs religieux.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Quelle est la différence entre jihad majeur et jihad mineur selon la tradition islamique ?,Le jihad majeur est une grande guerre militaire le mineur est une petite guerre,Le jihad majeur est l'effort spirituel intérieur de chaque croyant le jihad mineur est la guerre défensive en cas d'attaque de la communauté musulmane,Le jihad majeur concerne les califes uniquement,Le jihad mineur est individuel et le majeur est collectif,1,Selon un hadith Muhammad aurait dit en revenant de bataille : Nous revenons du petit jihad vers le grand jihad. Le grand jihad est l'effort spirituel intérieur pour améliorer sa foi. Le petit jihad est la guerre défensive. Cette distinction est souvent ignorée dans les perceptions occidentales.,Le sens guerrier exclusif donné à jihad en Occident est une réduction de sa signification originale.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Comment Frédéric II récupère-t-il Jérusalem en 1229 sans combattre montrant une autre voie dans les relations islamo-chrétiennes ?,Par une alliance militaire avec les Mongols,En négociant un traité avec le sultan Al-Kamil d'Égypte qui lui cède la ville pendant 10 ans,En achetant la ville,Par une croisade réussie,1,Frédéric II excommunié par le pape négocie avec Al-Kamil sultan d'Égypte. Par le traité de Jaffa (1229) Jérusalem est rendue aux chrétiens pour 10 ans avec accès aux lieux saints pour les musulmans. C'est une diplomatie remarquable mais condamnée par le pape.,Cet épisode montre qu'une solution pacifique était possible entre les deux civilisations.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,En quoi l'architecture des mosquées omeyyades comme la Grande Mosquée de Damas reflète-t-elle les contacts entre islam et civilisations conquises ?,Elle est entièrement originale sans aucune influence,Elle réutilise des éléments de l'architecture byzantine et romaine tout en y ajoutant des éléments islamiques spécifiques,Elle s'inspire uniquement de l'architecture perse,Elle est construite par des architectes chrétiens sans modification,1,La Grande Mosquée de Damas (705) est construite sur le site d'une église. Elle réutilise des colonnes et éléments byzantins tout en ajoutant des mosaïques de style islamique et une disposition spécifique pour la prière. C'est une synthèse culturelle.,L'architecture islamique naissante s'approprie et transforme les formes des civilisations conquises.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Quel impact la chute du califat abbasside de Bagdad en 1258 a-t-elle sur le rayonnement culturel islamique ?,Aucun impact le rayonnement continue comme avant,C'est une catastrophe culturelle majeure : bibliothèques brûlées savants massacrés et le centre intellectuel du monde islamique est détruit,Le califat se reconstitue immédiatement à Bagdad,Le Caire devient plus puissant mais le choc culturel est limité,1,La destruction de Bagdad par les Mongols en 1258 est traumatisante pour le monde islamique. La Maison de la Sagesse est brûlée des milliers de manuscrits détruits et d'innombrables savants massacrés. Le Caire prend le relais mais la perte est immense.,Certains historiens islamiques voient en 1258 une date aussi douloureuse que la prise de Jérusalem en 1099 pour les chrétiens.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Pourquoi les marchands arabes ont-ils un avantage commercial sur les Européens aux VIIe-Xe siècles ?,Car ils sont plus riches,Car ils maîtrisent les routes commerciales entre Méditerranée Asie et Afrique et ont accès aux produits orientaux dont les Européens raffolent,Car l'Église interdit aux chrétiens le commerce,Car les Européens n'ont pas de monnaie,1,Les marchands arabes contrôlent les routes de la soie et des épices reliant l'Inde la Chine et l'Afrique à la Méditerranée. Ils ont accès à des produits (épices soieries pierres précieuses) très demandés en Europe. Ce monopole commercial fait leur fortune.,Ce n'est qu'avec les grandes découvertes (XVe siècle) que l'Europe court-circuite ces intermédiaires arabes.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Comment peut-on caractériser les relations entre chrétienté et islam de manière nuancée entre le VIe et le XIIIe siècle ?,Elles sont uniquement des guerres permanentes,Elles mêlent conflits militaires (conquêtes arabes croisades) et riches échanges (commerce savoirs culture) créant une relation complexe faite d'oppositions et d'emprunts mutuels,Elles sont uniquement des échanges pacifiques,Elles sont des relations de vassalité de l'une envers l'autre,1,La relation islamo-chrétienne médiévale est paradoxale : des siècles de conflits (conquêtes croisades) coexistent avec des siècles d'échanges qui enrichissent mutuellement les deux civilisations. Ni pure hostilité ni paix permanente mais une relation complexe et dynamique.,Cette complexité est la vérité historique par opposition aux visions simplistes de choc ou d'harmonie.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Quel rôle jouent les ports chrétiens italiens dans les échanges avec le monde islamique ?,Un rôle mineur : les Italiens ne commercent pas avec les musulmans,Un rôle central : Venise Gênes et Pise s'enrichissent en servant d'intermédiaires entre l'Occident chrétien et l'Orient islamique,Un rôle uniquement militaire lors des croisades,Un rôle religieux de conversion des musulmans,1,Les cités italiennes Venise Gênes et Pise établissent des relations commerciales avec les États islamiques même pendant les croisades. Elles ont des comptoirs dans les ports orientaux et importent épices soieries et produits de luxe en Europe.,Leur enrichissement pave la voie à la Renaissance italienne.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,En quoi les croisades contribuent-elles indirectement à l'essor des villes européennes ?,Elles les détruisent,En stimulant le commerce et la circulation des richesses et des produits orientaux qui dynamisent les marchés et les villes d'Europe occidentale,En forçant les populations à fuir vers les villes,En créant des nouvelles villes en Orient uniquement,1,Les croisades nécessitent un intense trafic commercial pour approvisionner les armées. Les marchands s'enrichissent. Les nouveaux produits orientaux (épices soieries fruits) créent de nouveaux marchés. Cela stimule l'économie et la croissance des villes européennes.,Paradoxalement des guerres religieuses contribuent à l'essor économique de l'Occident.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Comment la calligraphie et l'enluminure reflètent-elles les deux civilisations islamique et chrétienne ?,Les deux utilisent exactement les mêmes techniques,Toutes deux élèvent la belle écriture en art mais la calligraphie islamique met en valeur les mots du Coran et l'enluminure chrétienne représente des scènes bibliques avec des images,Les deux évitent les représentations religieuses,La calligraphie islamique et l'enluminure chrétienne n'ont aucune valeur artistique reconnue,1,Dans l'art islamique la calligraphie est sacrée car écrire les mots d'Allah est un acte de dévotion. Dans les monastères chrétiens les moines enluminent les manuscrits avec des images de Jésus Marie et des saints. Les deux arts expriment la piété mais par des moyens différents.,Ces arts révèlent comment chaque civilisation exprime sa relation au divin.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Pourquoi la bataille de Manzikert (1071) est-elle un tournant dans l'histoire des croisades ?,Car c'est la date de la première croisade,Car la défaite byzantine face aux Seldjoukides force l'Empire à demander l'aide de Rome qui débouchera sur l'appel aux croisades,Car c'est la victoire décisive des croisés,Car les Turcs y deviennent musulmans,1,À Manzikert en 1071 les Turcs Seldjoukides écrasent l'armée byzantine et capturent l'empereur. L'Empire perd une grande partie de l'Asie Mineure. L'appel à l'aide de Constantinople à Rome est l'un des facteurs déclenchant l'appel aux croisades d'Urbain II en 1095.,Manzikert est le tournant qui transforme une expansion islamique en une réaction croisée chrétienne.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,En quoi la médecine d'Avicenne illustre-t-elle les échanges entre civilisations ?,Elle est entièrement originale sans aucune influence grecque,Avicenne s'appuie sur Galien et Hippocrate les enrichit de ses propres observations et son Canon est traduit en latin pour les universités européennes,Il invente la médecine sans s'appuyer sur des prédécesseurs,Sa médecine est rejetée par les médecins européens,1,Avicenne (Ibn Sina XIe siècle) synthétise les savoirs médicaux grecs (Hippocrate Galien) arabes et persans dans son Canon de la médecine. Traduit en latin au XIIe siècle il devient le manuel médical des universités européennes pendant 500 ans.,Ce cas illustre la chaîne des savoirs : Grèce → islam → Europe médiévale.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Comment les Byzantins parviennent-ils à repousser deux fois les Arabes devant Constantinople (673-678 et 717-718) ?,Par leur supériorité numérique,Grâce au feu grégeois une arme incendiaire secrète dévastant les flottes arabes et aux murailles inexpugnables de Constantinople,Par une alliance avec les Perses,Car les Arabes manquent de motivation religieuse,1,Le feu grégeois est une substance incendiaire qui brûle sur l'eau utilisée par la marine byzantine pour détruire les flottes arabes assiégeant Constantinople. Combiné aux impressionnantes murailles de la ville il permet de résister aux deux grands sièges arabes.,Le feu grégeois reste une arme secrète dont la composition exacte n'est toujours pas certaine.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Quel est le lien entre le commerce des épices et l'expansion européenne vers l'Asie à la fin du Moyen Âge ?,Aucun lien les deux phénomènes sont indépendants,Le désir de court-circuiter les intermédiaires arabes dans le commerce des épices pousse les Européens à chercher des routes directes vers l'Asie,Les croisades ouvrent directement les routes asiatiques,Les épices sont produites en Europe,1,Les épices (poivre cannelle girofle) sont importées d'Asie via des intermédiaires arabes puis vénitiens ce qui les rend très chères en Europe. La volonté de contourner ces intermédiaires pour accéder directement à l'Asie pousse les Portugais et Espagnols à explorer de nouvelles routes.,C'est l'une des motivations économiques des grandes découvertes du XVe siècle.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Comment les échanges islamo-chrétiens contribuent-ils à la naissance des premières universités européennes aux XIIe-XIIIe siècles ?,Ils n'y contribuent pas les universités sont une invention uniquement chrétienne,Les traductions des œuvres arabes et grecques créent un besoin d'enseignement de ce savoir qui favorise la création d'universités,Les universités islamiques se déplacent en Europe,Les croisés ramènent des professeurs arabes en Europe,1,Les traductions des œuvres arabes (philosophie médecine mathématiques astronomie) au XIIe siècle créent un corpus intellectuel immense à enseigner. Les premières universités (Bologne Paris Oxford) naissent en partie pour former des spécialistes de ce nouveau savoir.,L'université médiévale est une réponse institutionnelle à l'afflux de savoirs nouveaux venus d'Orient.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,En quoi le cas d'Averroès illustre-t-il les tensions entre foi et raison dans le monde islamique comme chrétien ?,Averroès est accepté sans problème par les deux religions,Averroès (Ibn Rushd) est condamné par des autorités islamiques rigoristes pour avoir mis la raison philosophique à égalité avec la foi mais il est admiré par les philosophes chrétiens,Averroès rejette toute philosophie,Averroès n'a aucune influence en dehors de l'islam,1,Ibn Rushd (Averroès) est condamné et exilé par les autorités islamiques qui voient dans son admiration pour Aristote une menace pour la foi. Mais ses commentaires d'Aristote arrivent en Europe où ils alimentent la scolastique chrétienne et la pensée de Thomas d'Aquin.,La tension entre raison et foi traverse les deux civilisations médiévales.
